Teams,Goals,Total Attempts,On Target,Off Target,Blocked,Woodwork,Corners,Offside,Possession,Passes,Passing Accuracy,Passes Completed,Distance Covered,Balls Recovered,Tackles,Clearances,Blocks,Yellow Cards,Red Cards,Fouls,"Anfield, Liverpool","Arena AufSchalke, Gelsenkirchen","Arena Lviv, Lviv","Arsenal Stadium, London","BVB Stadion Dortmund, Dortmund","BayArena, Leverkusen","Beşiktaş Park, Istanbul","Camp Nou, Barcelona","Camp de Mestalla, Valencia","City of Manchester Stadium, Manchester","Estadio Metropolitano, Madrid","Estadio Ramón Sánchez-Pizjuán, Seville","Estadio Santiago Bernabéu, Madrid","Estadio Vicente Calderón, Madrid","Estádio do Dragão, Porto","Estádio do Sport Lisboa e Benfica, Lisbon","Football Arena Munich, Munich","Johan Cruijff ArenA, Amsterdam","Juventus Stadium, Turin","KAA Gent Stadium, Ghent","King Power Stadium, Leicester","NSK Olimpiyskyi, Kyiv","OL Stadium, Décines","OSK Metalist Stadion, Kharkiv","Old Trafford, Manchester","Olympiastadion, Berlin","PSV Stadion, Eindhoven","Parc des Princes, Paris","Principality Stadium, Cardiff","RB Arena, Leipzig","St. Jakob-Park, Basel","Stade Louis II, Monaco","Stadio Olimpico, Rome","Stadio San Paolo, Naples","Stadio San Siro, Milan","Stadion Petrovskiy, St Petersburg","Stamford Bridge, London","Tottenham Hotspur Stadium, London","VfL Wolfsburg Arena, Wolfsburg","Wembley Stadium, London",Home_Game,Form_index
Sevilla,0.14285714285714285,0.18918918918918914,0.3076923076923077,0.2,0.08333333333333333,0.0,0.1875,0.1111111111111111,0.31818181818181823,0.2732181425485961,0.6221363091788366,0.25560538116591924,0.33176838810641635,0.24590163934426235,0.18181818181818182,0.21568627450980393,0.25,0.25,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Bayern,0.2857142857142857,0.2432432432432432,0.3076923076923077,0.2,0.25,0.0,0.1875,0.3333333333333333,0.6818181818181818,0.44060475161987045,0.8133946998819703,0.4327354260089686,0.2629107981220657,0.2295081967213115,0.4545454545454546,0.1568627450980392,0.08333333333333333,0.375,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Barcelona,0.42857142857142855,0.18918918918918914,0.5384615384615385,0.06666666666666667,0.0,0.0,0.25,0.1111111111111111,0.5681818181818182,0.461123110151188,0.8650634632640819,0.460762331838565,0.1784037558685447,0.3114754098360656,0.6363636363636364,0.2745098039215686,0.3333333333333333,0.125,0.0,0.3478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Chelsea,0.0,0.18918918918918914,0.23076923076923078,0.06666666666666667,0.3333333333333333,0.6666666666666666,0.25,0.6666666666666666,0.43181818181818177,0.32505399568034565,0.6164849703376496,0.29932735426008966,0.23787167449139285,0.4098360655737705,0.5454545454545454,0.0,0.0,0.375,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009
Beşiktaş,0.14285714285714285,0.43243243243243235,0.3076923076923077,0.4666666666666667,0.5,0.0,0.25,0.3333333333333333,0.5227272727272728,0.33369330453563717,0.6428052408066236,0.31053811659192826,0.08920187793427224,0.47540983606557385,0.2727272727272727,0.1176470588235294,0.0,0.25,0.0,0.6521739130434783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000000000000004
Bayern,0.42857142857142855,0.3243243243243243,0.46153846153846156,0.4666666666666667,0.0,0.0,0.25,0.1111111111111111,0.4772727272727274,0.31965442764578844,0.6414401472534541,0.2982062780269058,0.16275430359937412,0.639344262295082,0.2727272727272727,0.23529411764705882,0.5,0.375,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Man. United,0.14285714285714285,0.43243243243243235,0.3076923076923077,0.5333333333333333,0.41666666666666663,0.0,0.3125,0.1111111111111111,0.5227272727272728,0.3768898488120951,0.497321705685033,0.3251121076233184,0.17996870109546156,0.4918032786885247,0.09090909090909091,0.058823529411764705,0.41666666666666663,0.125,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Sevilla,0.2857142857142857,0.48648648648648646,0.46153846153846156,0.5333333333333333,0.41666666666666663,0.0,0.3125,0.1111111111111111,0.4772727272727274,0.347732181425486,0.6289927028852178,0.32062780269058294,0.24256651017214387,0.7213114754098362,0.18181818181818182,0.4117647058823529,0.41666666666666663,0.5,0.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000000000009
Roma,0.14285714285714285,0.2432432432432432,0.23076923076923078,0.26666666666666666,0.25,0.0,0.125,0.5555555555555556,0.2727272727272728,0.18682505399568036,0.5375670405238333,0.1726457399103139,0.2723004694835682,0.278688524590164,1.0,0.2941176470588235,0.16666666666666666,0.25,0.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.20000000000000007
Shakhtar Donetsk,0.0,0.13513513513513511,0.0,0.26666666666666666,0.16666666666666666,0.0,0.125,0.2222222222222222,0.7272727272727274,0.4524838012958964,0.765019072336329,0.4349775784753363,0.2284820031298906,0.2295081967213115,0.09090909090909091,0.3529411764705882,0.25,0.375,1.0,0.3478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Man. City,0.14285714285714285,0.16216216216216214,0.23076923076923078,0.0,0.3333333333333333,0.0,0.3125,0.3333333333333333,1.0,1.0,0.9854051418084282,1.0,0.3286384976525822,0.39344262295081966,0.18181818181818182,0.07843137254901962,0.08333333333333333,0.125,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7000000000000002
Basel,0.2857142857142857,0.08108108108108107,0.23076923076923078,0.0,0.08333333333333333,0.0,0.3125,0.5555555555555556,0.0,0.16414686825054,0.4902285834039426,0.1491031390134529,0.38341158059467906,0.42622950819672134,0.09090909090909091,0.3333333333333333,0.3333333333333333,0.125,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Tottenham,0.14285714285714285,0.5945945945945946,0.46153846153846156,0.6,0.6666666666666666,0.3333333333333333,0.375,0.1111111111111111,0.5454545454545455,0.3844492440604752,0.7194533511946637,0.366591928251121,0.3708920187793427,0.5409836065573771,0.36363636363636365,0.058823529411764705,0.08333333333333333,0.375,0.0,0.7391304347826088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6000000000000001
Juventus,0.2857142857142857,0.3243243243243243,0.23076923076923078,0.6,0.08333333333333333,0.0,0.375,0.3333333333333333,0.4545454545454545,0.31749460043196553,0.6467677003892396,0.29708520179372194,0.3630672926447575,0.5409836065573771,0.8181818181818182,0.4901960784313726,0.6666666666666666,0.5,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4
Liverpool,0.0,0.29729729729729726,0.38461538461538464,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.0625,0.5555555555555556,0.7727272727272728,0.7008639308855292,0.7960937541702013,0.6659192825112108,0.3176838810641626,0.4918032786885247,0.4545454545454546,0.0196078431372549,0.16666666666666666,0.125,0.0,0.3478260869565218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8
Porto,0.0,0.18918918918918914,0.07692307692307693,0.3333333333333333,0.16666666666666666,0.0,0.0625,0.1111111111111111,0.2272727272727273,0.2732181425485961,0.49914974707062276,0.23991031390134526,0.36150234741784065,0.5245901639344263,0.36363636363636365,0.4117647058823529,0.25,0.25,0.0,0.4347826086956522,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000000000007
Paris,0.14285714285714285,0.18918918918918914,0.15384615384615385,0.2,0.25,0.0,0.4375,0.5555555555555556,0.5000000000000001,0.44492440604751626,0.8803356380231033,0.4484304932735426,0.20657276995305168,0.29508196721311475,0.2727272727272727,0.07843137254901962,0.5,0.375,1.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Real Madrid,0.2857142857142857,0.3783783783783783,0.46153846153846156,0.2,0.5,1.0,0.4375,0.5555555555555556,0.5000000000000001,0.4643628509719223,0.8546687591077227,0.4618834080717488,0.2723004694835682,0.639344262295082,0.7272727272727273,0.21568627450980393,0.25,0.25,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Shakhtar Donetsk,0.2857142857142857,0.3513513513513513,0.5384615384615385,0.2,0.3333333333333333,0.0,0.5,0.2222222222222222,0.5454545454545455,0.3747300215982722,0.7818591171115816,0.36771300448430494,0.2785602503912363,0.2295081967213115,0.18181818181818182,0.21568627450980393,0.16666666666666666,0.25,0.0,0.3478260869565218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4
Roma,0.14285714285714285,0.3243243243243243,0.6153846153846154,0.2,0.16666666666666666,0.0,0.5,0.3333333333333333,0.4545454545454545,0.3531317494600432,0.7624802734126992,0.3452914798206278,0.3176838810641626,0.14754098360655743,0.09090909090909091,0.196078431372549,0.3333333333333333,0.125,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
Sevilla,0.0,0.6486486486486486,0.6153846153846154,0.6,0.6666666666666666,0.0,0.75,0.2222222222222222,0.5909090909090909,0.3920086393088553,0.7963150800659435,0.3856502242152466,0.19248826291079796,0.34426229508196726,0.36363636363636365,0.3137254901960784,0.08333333333333333,0.125,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.30000000000000004
Man. United,0.0,0.27027027027027023,0.07692307692307693,0.6,0.08333333333333333,0.0,0.75,0.1111111111111111,0.40909090909090906,0.24946004319654433,0.6425537434297901,0.23766816143497754,0.11424100156494507,0.4426229508196722,0.18181818181818182,0.2941176470588235,0.6666666666666666,0.125,0.0,0.8260869565217394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Bayern,0.7142857142857142,0.8918918918918917,1.0,0.8666666666666667,0.6666666666666666,0.3333333333333333,0.375,0.3333333333333333,0.8409090909090909,0.4254859611231102,0.8022237751230055,0.41704035874439466,0.14553990610328624,0.278688524590164,0.36363636363636365,0.058823529411764705,0.08333333333333333,0.125,0.0,0.5652173913043479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7000000000000002
Beşiktaş,0.0,0.3783783783783783,0.07692307692307693,0.8666666666666667,0.08333333333333333,0.0,0.375,0.1111111111111111,0.15909090909090917,0.09179265658747301,0.2579307252550147,0.0717488789237668,0.0,0.3114754098360656,0.18181818181818182,0.2745098039215686,0.75,0.375,1.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
Chelsea,0.14285714285714285,0.2432432432432432,0.15384615384615385,0.4,0.16666666666666666,0.6666666666666666,0.1875,0.1111111111111111,0.09090909090909094,0.17170626349892013,0.472795483761721,0.15358744394618834,0.31142410015649474,0.5245901639344263,0.4545454545454546,0.3333333333333333,0.16666666666666666,0.25,0.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.30000000000000004
Barcelona,0.14285714285714285,0.2432432432432432,0.15384615384615385,0.4,0.16666666666666666,0.0,0.1875,0.0,0.9090909090909091,0.7818574514038877,0.9766217860127941,0.7881165919282511,0.17996870109546156,0.4098360655737705,0.2727272727272727,0.13725490196078433,0.16666666666666666,0.375,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6000000000000001
Real Madrid,0.42857142857142855,0.43243243243243235,0.6153846153846154,0.26666666666666666,0.41666666666666663,0.0,0.6875,0.8888888888888888,0.4772727272727274,0.35961123110151194,0.8792693898262702,0.36883408071748874,0.14241001564945252,0.29508196721311475,0.18181818181818182,0.23529411764705882,0.41666666666666663,0.25,0.0,0.4782608695652175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Paris,0.14285714285714285,0.3243243243243243,0.3076923076923077,0.26666666666666666,0.41666666666666663,0.0,0.6875,0.1111111111111111,0.5227272727272728,0.3509719222462203,0.813005064658467,0.3508968609865471,0.17057902973395953,0.24590163934426235,0.36363636363636365,0.23529411764705882,0.41666666666666663,0.5,0.0,0.5652173913043479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Porto,0.0,0.16216216216216214,0.15384615384615385,0.2,0.16666666666666666,0.0,0.375,0.3333333333333333,0.43181818181818177,0.3520518358531318,0.619125405440589,0.32286995515695066,0.26760563380281716,0.3114754098360656,0.36363636363636365,0.2549019607843137,0.16666666666666666,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Liverpool,0.7142857142857142,0.27027027027027023,0.46153846153846156,0.2,0.16666666666666666,0.3333333333333333,0.375,0.0,0.5681818181818182,0.46868250539956813,0.6605041605082431,0.43049327354260086,0.28325508607198774,0.459016393442623,0.2727272727272727,0.2941176470588235,0.16666666666666666,0.0,0.0,0.3043478260869566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001
Basel,0.0,0.27027027027027023,0.23076923076923078,0.4,0.16666666666666666,0.0,0.1875,0.4444444444444444,0.06818181818181823,0.1652267818574514,0.40058643413825346,0.14125560538116588,0.3208137715179968,0.639344262295082,0.6363636363636364,0.23529411764705882,0.16666666666666666,0.25,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7000000000000002
Man. City,0.5714285714285714,0.3783783783783783,0.5384615384615385,0.4,0.16666666666666666,0.0,0.1875,0.3333333333333333,0.9318181818181818,0.7796976241900648,0.9176566302215301,0.7701793721973094,0.23787167449139285,0.5573770491803279,0.2727272727272727,0.07843137254901962,0.16666666666666666,0.25,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Juventus,0.2857142857142857,0.2432432432432432,0.38461538461538464,0.2,0.16666666666666666,0.3333333333333333,0.3125,0.5555555555555556,0.20454545454545459,0.1285097192224622,0.37622397911075467,0.10986547085201792,0.22691705790297328,0.3606557377049181,0.36363636363636365,0.5490196078431372,0.08333333333333333,0.375,0.0,0.5652173913043479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6000000000000001
Tottenham,0.2857142857142857,0.2432432432432432,0.46153846153846156,0.2,0.08333333333333333,0.0,0.3125,0.0,0.7954545454545455,0.5053995680345573,0.803297773314279,0.48991031390134526,0.22222222222222227,0.21311475409836067,0.7272727272727273,0.1568627450980392,0.16666666666666666,0.25,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
Tottenham,0.0,0.4054054054054053,0.6153846153846154,0.3333333333333333,0.25,0.0,0.5,0.3333333333333333,0.7500000000000001,0.3866090712742981,0.5596447605751504,0.3430493273542601,0.13458528951486712,0.09836065573770497,0.09090909090909091,0.2745098039215686,0.5,0.0,0.0,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Liverpool,0.2857142857142857,0.3513513513513513,0.23076923076923078,0.3333333333333333,0.5,0.0,0.5,0.2222222222222222,0.25,0.11879049676025918,0.05573926689832964,0.07511210762331838,0.16118935837245682,0.21311475409836067,0.09090909090909091,0.39215686274509803,0.25,0.0,0.0,0.13043478260869568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000002
Ajax,0.2857142857142857,0.4054054054054053,0.3076923076923077,0.3333333333333333,0.5833333333333333,0.3333333333333333,0.375,0.2222222222222222,0.34090909090909094,0.2375809935205184,0.4916489182827024,0.20964125560538116,0.36150234741784065,0.5901639344262296,0.36363636363636365,0.4117647058823529,0.5833333333333333,0.375,0.0,0.4347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Tottenham,0.42857142857142855,0.48648648648648646,0.5384615384615385,0.3333333333333333,0.5833333333333333,0.6666666666666666,0.375,0.1111111111111111,0.6590909090909091,0.4276457883369331,0.685678331550243,0.3991031390134529,0.3145539906103289,0.47540983606557385,0.0,0.1764705882352941,0.5833333333333333,0.25,0.0,0.39130434782608703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
Liverpool,0.5714285714285714,0.3243243243243243,0.5384615384615385,0.2,0.25,0.0,0.4375,0.1111111111111111,0.38636363636363635,0.32181425485961124,0.3900160669581134,0.2645739910313901,0.2707355242566509,0.4426229508196722,0.36363636363636365,0.23529411764705882,0.08333333333333333,0.25,0.0,0.39130434782608703,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5
Barcelona,0.0,0.21621621621621617,0.38461538461538464,0.2,0.08333333333333333,0.0,0.4375,0.2222222222222222,0.6136363636363636,0.4881209503239742,0.6062616082360659,0.437219730941704,0.16588419405320828,0.39344262295081966,0.09090909090909091,0.4117647058823529,0.25,0.375,0.0,0.2608695652173913,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8
