,Players,Teams,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides,Time Played
1679,Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,90
1680,Juanfran,Atlético,0,0,0,0,2,10,1,0,90
1681,Carrasco,Atlético,0,0,0,0,0,0,0,0,75
1682,Giménez,Atlético,0,2,0,0,9,0,2,0,90
1683,"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
1684,Kranevitter,Atlético,0,2,0,0,1,4,1,3,15
1685,Torres,Atlético,0,3,1,0,0,2,1,0,34
1686,Correa,Atlético,0,0,0,0,0,0,0,0,0
1687,Gámez,Atlético,0,0,0,0,0,0,0,0,0
1688,Hernández,Atlético,0,1,0,0,0,0,0,0,1
1689,Vietto,Atlético,0,0,0,0,0,0,0,0,0
1690,Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
1691,"Zoet
 (GK)",PSV,0,0,0,0,0,0,0,0,90
1692,Isimat-Mirin,PSV,0,0,0,0,2,0,1,0,90
1693,Moreno,PSV,0,1,0,0,3,0,1,0,90
1694,Arias,PSV,0,2,0,0,4,1,2,0,90
1695,Bruma,PSV,0,0,0,0,4,0,1,0,90
1696,Pröpper,PSV,0,0,0,0,2,4,3,0,90
1697,L. de Jong,PSV,0,1,1,0,1,0,5,0,18
1698,Willems,PSV,0,1,0,0,3,3,0,0,75
1699,Guardado,PSV,0,1,0,0,2,1,0,0,90
1700,Locadia,PSV,0,1,1,0,2,2,2,0,87
1701,Van Ginkel,PSV,0,0,0,0,0,0,2,0,90
1702,"Pasveer
 (GK)",PSV,0,0,0,0,0,0,0,0,0
1703,Schaars,PSV,0,0,0,0,0,0,0,0,0
1704,Narsingh,PSV,0,0,0,0,0,0,0,0,5
1705,Lestienne,PSV,0,1,0,0,0,1,0,0,3
1706,Jozefzoon,PSV,0,0,0,0,0,0,0,0,0
1707,Brenet,PSV,0,2,0,0,1,2,0,0,15
1708,Hendrix,PSV,0,0,0,0,0,0,0,0,0
1709,Phillip Cocu,PSV(COACH),0,0,0,0,0,0,0,0,0
1710,"Hart
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
1711,Kompany,Man. City,0,0,0,0,0,0,0,0,7
1712,Zabaleta,Man. City,0,0,0,0,4,0,0,0,90
1713,Fernando,Man. City,0,0,0,0,4,0,1,0,90
1714,Agüero,Man. City,0,2,0,0,0,0,1,1,90
1715,Jesús Navas,Man. City,0,2,0,0,0,4,0,0,90
1716,David Silva,Man. City,0,0,0,0,1,1,2,0,79
1717,Clichy,Man. City,0,0,0,0,2,4,2,1,90
1718,Fernandinho,Man. City,0,0,0,0,2,0,2,0,90
1719,Otamendi,Man. City,0,0,0,0,0,0,1,0,24
1720,Touré,Man. City,0,2,1,0,0,0,1,0,90
1721,"Caballero
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
1722,Sterling,Man. City,0,0,0,0,1,1,0,0,11
1723,Kolarov,Man. City,0,0,0,0,0,0,0,0,0
1724,Bony,Man. City,0,0,0,0,0,0,0,0,0
1725,Mangala,Man. City,0,0,0,0,0,0,0,1,83
1726,Demichelis,Man. City,0,0,0,0,3,0,1,0,66
1727,M. García,Man. City,0,0,0,0,0,0,0,0,0
1728,Manuel Pellegrini,Man. City(COACH),0,0,0,0,0,0,0,0,0
1729,"Shovkovskiy
 (GK)",Dynamo Kyiv,0,0,0,0,0,0,0,0,90
1730,Miguel Veloso,Dynamo Kyiv,0,1,0,0,2,1,3,0,90
1731,Antunes,Dynamo Kyiv,0,0,0,0,1,2,1,0,90
1732,Dragović,Dynamo Kyiv,0,0,0,0,0,0,0,0,90
1733,Yarmolenko,Dynamo Kyiv,0,1,1,0,0,2,1,1,90
1734,Garmash,Dynamo Kyiv,0,0,0,0,1,0,2,0,64
1735,Gusev,Dynamo Kyiv,0,0,0,0,2,1,0,1,62
1736,Vida,Dynamo Kyiv,0,0,0,0,3,1,0,0,90
1737,Buyalskiy,Dynamo Kyiv,0,1,1,0,0,1,3,0,90
1738,Khacheridi,Dynamo Kyiv,0,0,0,0,3,0,0,0,90
1739,Teodorczyk,Dynamo Kyiv,0,0,0,0,1,0,0,1,46
1740,"Rudko
 (GK)",Dynamo Kyiv,0,0,0,0,0,0,0,0,0
1741,Danilo Silva,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
1742,Yakovenko,Dynamo Kyiv,0,1,1,0,0,2,1,0,28
1743,Sydorchuk,Dynamo Kyiv,0,0,0,0,0,0,0,0,26
1744,Korzun,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
1745,González,Dynamo Kyiv,0,1,0,0,0,0,0,0,44
1746,Makarenko,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
1747,Serhiy Rebrov,Dynamo Kyiv(COACH),0,0,0,0,0,0,0,0,0
1748,"Courtois
 (GK)",Chelsea,0,0,0,0,0,0,0,0,90
1749,Ivanović,Chelsea,0,0,0,0,1,0,3,0,90
1750,Fàbregas,Chelsea,0,1,0,0,2,1,4,0,90
1751,E. Hazard,Chelsea,0,3,2,0,2,2,0,0,77
1752,Mikel,Chelsea,0,0,0,0,0,0,4,0,90
1753,Kenedy,Chelsea,0,0,0,0,4,1,0,0,90
1754,Pedro Rodríguez,Chelsea,0,0,0,0,0,0,0,0,90
1755,Diego Costa,Chelsea,1,4,3,0,0,0,1,2,60
1756,Willian,Chelsea,0,3,1,1,0,7,1,0,90
1757,Cahill,Chelsea,0,0,0,0,1,0,1,0,90
1758,Azpilicueta,Chelsea,0,1,0,0,2,2,1,0,90
1759,"Begović
 (GK)",Chelsea,0,0,0,0,0,0,0,0,0
1760,Baba,Chelsea,0,0,0,0,0,0,0,0,0
1761,Oscar,Chelsea,0,0,0,0,0,0,0,0,13
1762,Traoré,Chelsea,0,1,1,0,1,0,0,0,30
1763,Rémy,Chelsea,0,0,0,0,0,0,0,0,0
1764,Matić,Chelsea,0,0,0,0,0,0,0,0,0
1765,Loftus-Cheek,Chelsea,0,0,0,0,0,0,0,0,0
1766,Guus Hiddink,Chelsea(COACH),0,0,0,0,0,0,0,0,0
1767,"Trapp
 (GK)",Paris,0,0,0,0,0,0,0,0,90
1768,Thiago Silva,Paris,0,0,0,0,0,0,2,0,90
1769,Marquinhos,Paris,0,0,0,0,2,1,1,0,90
1770,Moura,Paris,0,0,0,0,1,3,0,1,77
1771,Thiago Motta,Paris,0,1,0,0,1,0,1,0,90
1772,Ibrahimović,Paris,1,4,2,1,0,2,1,3,90
1773,Di María,Paris,0,4,2,1,0,6,0,1,82
1774,Matuidi,Paris,0,0,0,0,1,0,2,0,87
1775,Maxwell,Paris,0,0,0,0,1,2,0,0,90
1776,Rabiot,Paris,1,1,1,0,1,0,4,0,90
1777,David Luiz,Paris,0,0,0,0,5,0,1,0,90
1778,"Sirigu
 (GK)",Paris,0,0,0,0,0,0,0,0,0
1779,Stambouli,Paris,0,0,0,0,0,0,0,0,0
1780,Cavani,Paris,0,0,0,0,0,0,1,1,8
1781,Kurzawa,Paris,0,0,0,0,0,0,0,0,0
1782,Van der Wiel,Paris,0,0,0,0,0,0,0,0,3
1783,Pastore,Paris,0,0,0,0,0,0,0,0,13
1784,Augustin,Paris,0,0,0,0,0,0,0,0,0
1785,Laurent Blanc,Paris(COACH),0,0,0,0,0,0,0,0,0
1786,"Lodygin
 (GK)",Zenit,0,0,0,0,0,0,0,0,90
1787,Anyukov,Zenit,0,0,0,0,2,2,1,0,58
1788,Lombaerts,Zenit,0,1,0,0,2,0,0,1,90
1789,Hulk,Zenit,1,4,1,0,0,15,0,3,90
1790,Maurício,Zenit,0,1,0,0,2,0,3,0,82
1791,Kokorin,Zenit,0,0,0,0,1,1,3,0,58
1792,Danny,Zenit,0,0,0,0,0,2,2,1,90
1793,Luís Neto,Zenit,0,0,0,0,2,0,0,0,90
1794,Dzyuba,Zenit,0,5,2,0,0,0,1,1,90
1795,Witsel,Zenit,0,1,0,0,2,0,1,0,90
1796,Zhirkov,Zenit,0,1,0,1,1,5,0,0,90
1797,"M. Kerzhakov
 (GK)",Zenit,0,0,0,0,0,0,0,0,0
1798,Yusupov,Zenit,0,0,0,0,1,0,0,0,8
1799,Shatov,Zenit,0,0,0,0,0,1,1,0,32
1800,Smolnikov,Zenit,0,1,1,0,2,1,1,0,32
1801,Garay,Zenit,0,0,0,0,0,0,0,0,0
1802,Ivanov,Zenit,0,0,0,0,0,0,0,0,0
1803,Dolgov,Zenit,0,0,0,0,0,0,0,0,0
1804,André Villas-Boas,Zenit(COACH),0,0,0,0,0,0,0,0,0
1805,"Ederson
 (GK)",Benfica,0,0,0,0,0,0,0,0,90
1806,Fejsa,Benfica,0,0,0,0,3,0,2,0,90
1807,Samaris,Benfica,0,0,0,0,6,0,1,0,90
1808,Gaitán,Benfica,1,1,1,1,1,7,0,0,90
1809,Mitroglou,Benfica,0,0,0,0,1,1,5,0,67
1810,Lindelöf,Benfica,0,2,1,0,3,0,0,0,90
1811,Jonas,Benfica,0,0,0,0,0,0,0,0,90
1812,Eliseu,Benfica,0,2,1,0,1,0,0,0,90
1813,Pizzi,Benfica,0,0,0,0,1,3,1,1,73
1814,Semedo,Benfica,0,1,1,0,3,0,4,0,90
1815,Renato Sanches,Benfica,0,1,0,0,3,0,3,0,90
1816,"Paulo Lopes
 (GK)",Benfica,0,0,0,0,0,0,0,0,0
1817,Jiménez,Benfica,0,1,1,0,0,0,4,0,23
1818,Salvio,Benfica,0,0,0,0,0,0,1,0,17
1819,Gonçalo Guedes,Benfica,0,0,0,0,0,0,0,0,0
1820,Sílvio,Benfica,0,0,0,0,0,0,0,0,0
1821,Talisca,Benfica,1,1,1,0,0,0,0,0,0
1822,Rúben Dias,Benfica,0,0,0,0,0,0,0,0,0
1823,Rui Vitória,Benfica(COACH),0,0,0,0,0,0,0,0,0
1824,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
1825,Pepe,Real Madrid,0,0,0,0,2,1,0,0,90
1826,Ramos,Real Madrid,0,0,0,0,2,0,0,0,90
1827,Ronaldo,Real Madrid,1,14,3,1,0,0,1,2,90
1828,Kroos,Real Madrid,0,3,2,0,2,8,1,0,90
1829,James Rodríguez,Real Madrid,1,4,2,0,0,7,0,0,90
1830,Bale,Real Madrid,0,1,0,0,0,6,0,0,61
1831,Marcelo,Real Madrid,0,6,1,0,4,2,0,0,90
1832,Casemiro,Real Madrid,0,3,0,0,2,0,2,0,84
1833,Modrić,Real Madrid,0,3,1,0,2,1,0,0,76
1834,Danilo,Real Madrid,0,1,0,0,4,3,2,0,90
1835,"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
1836,Varane,Real Madrid,0,0,0,0,0,0,0,0,0
1837,Carvajal,Real Madrid,0,0,0,0,0,0,0,0,0
1838,Kovačić,Real Madrid,0,0,0,0,0,0,0,0,6
1839,Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,29
1840,Jesé,Real Madrid,0,1,0,0,0,1,0,0,14
1841,Isco,Real Madrid,0,0,0,0,0,0,0,0,0
1842,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
1843,"Szczęsny
 (GK)",Roma,0,0,0,0,0,0,0,0,90
1844,Digne,Roma,0,0,0,0,1,4,1,0,90
1845,Perotti,Roma,0,1,0,0,1,11,1,0,90
1846,Džeko,Roma,0,2,0,0,0,0,0,0,90
1847,Salah,Roma,0,3,1,0,1,4,1,0,90
1848,Pjanić,Roma,0,0,0,0,2,0,0,0,46
1849,Keita,Roma,0,0,0,0,0,0,2,0,86
1850,El Shaarawy,Roma,0,0,0,0,0,0,0,0,74
1851,Florenzi,Roma,0,1,1,0,4,3,1,0,90
1852,Manolas,Roma,0,1,1,0,4,0,0,0,90
1853,Zukanovic,Roma,0,1,1,0,1,0,2,0,90
1854,Leandro Castán,Roma,0,0,0,0,0,0,0,0,90
1855,Totti,Roma,0,1,0,0,0,1,0,0,90
1856,Maicon,Roma,0,0,0,0,0,0,0,0,90
1857,Falqué,Roma,0,0,0,0,0,0,0,0,90
1858,Vainqueur,Roma,0,0,0,0,3,0,0,0,90
1859,"De Sanctis
 (GK)",Roma,0,0,0,0,0,0,0,0,0
1860,Torosidis,Roma,0,0,0,0,0,0,0,0,0
1861,Luciano Spalletti,Roma(COACH),0,0,0,0,0,0,0,0,0
1862,"Casteels
 (GK)",Wolfsburg,0,0,0,0,0,0,0,0,90
1863,Draxler,Wolfsburg,0,1,0,1,0,2,1,0,78
1864,Kruse,Wolfsburg,0,2,0,0,0,4,0,0,90
1865,Träsch,Wolfsburg,0,1,1,0,0,3,2,0,90
1866,Schürrle,Wolfsburg,1,4,1,0,1,2,2,1,89
1867,Dante,Wolfsburg,0,1,0,0,3,1,0,1,90
1868,Luiz Gustavo,Wolfsburg,0,2,1,0,2,0,1,0,90
1869,Guilavogui,Wolfsburg,0,2,1,0,3,2,3,0,90
1870,Arnold,Wolfsburg,0,0,0,0,1,1,2,0,83
1871,Knoche,Wolfsburg,0,1,0,0,1,0,0,0,90
1872,Rodríguez,Wolfsburg,0,2,0,0,2,6,2,0,90
1873,"Grün
 (GK)",Wolfsburg,0,0,0,0,0,0,0,0,0
1874,Schäfer,Wolfsburg,0,0,0,0,0,0,0,0,1
1875,Ascues,Wolfsburg,0,0,0,0,0,0,0,0,0
1876,Caligiuri,Wolfsburg,0,0,0,0,1,0,0,0,12
1877,Vieirinha,Wolfsburg,0,1,1,0,0,0,0,0,7
1878,Henrique,Wolfsburg,0,0,0,0,0,0,0,0,0
1879,Putaro,Wolfsburg,0,0,0,0,0,0,0,0,0
1880,Dieter Hecking,Wolfsburg(COACH),0,0,0,0,0,0,0,0,0
1881,"Sels
 (GK)",Gent,0,0,0,0,0,0,0,0,90
1882,Rafinha,Gent,0,0,0,0,2,0,2,0,78
1883,Matton,Gent,0,0,0,0,0,0,1,0,68
1884,Renato Neto,Gent,0,0,0,0,2,0,3,0,90
1885,Kums,Gent,0,1,0,0,0,0,1,0,90
1886,Dejaegere,Gent,0,2,0,0,0,0,4,0,90
1887,Asare,Gent,0,0,0,0,2,0,2,0,90
1888,L. Nielsen,Gent,0,0,0,0,1,0,0,0,90
1889,Simon,Gent,0,1,1,0,0,2,0,2,70
1890,Gershon,Gent,0,0,0,0,3,0,0,0,90
1891,Milicevic,Gent,0,2,0,0,2,3,0,0,90
1892,"Thoelen
 (GK)",Gent,0,0,0,0,0,0,0,0,0
1893,K. Coulibaly,Gent,0,1,1,0,0,0,0,0,20
1894,Depoitre,Gent,0,0,0,0,0,0,0,0,0
1895,Saief,Gent,0,0,0,0,1,1,2,0,22
1896,Deaux,Gent,0,0,0,0,0,0,0,0,0
1897,Wikheim,Gent,0,0,0,0,0,0,0,0,0
1898,Foket,Gent,0,0,0,0,2,0,1,0,12
1899,Hein Vanhaezebrouck,Gent(COACH),0,0,0,0,0,0,0,0,0
1900,"Zoet
 (GK)",PSV,0,0,0,0,0,0,0,0,90
1901,Moreno,PSV,0,0,0,0,2,0,1,0,90
1902,Arias,PSV,0,0,0,0,4,2,1,0,90
1903,Bruma,PSV,0,0,0,0,2,0,0,0,90
1904,Pröpper,PSV,0,1,1,0,1,1,1,0,90
1905,Pereiro,PSV,0,0,0,0,1,0,2,0,90
1906,Narsingh,PSV,0,0,0,0,0,0,0,0,65
1907,Willems,PSV,0,1,0,0,4,4,0,0,90
1908,Guardado,PSV,0,0,0,0,5,0,2,0,75
1909,Locadia,PSV,0,1,0,0,1,0,1,0,86
1910,Van Ginkel,PSV,0,1,0,0,2,2,0,0,90
1911,"Pasveer
 (GK)",PSV,0,0,0,0,0,0,0,0,0
1912,Isimat-Mirin,PSV,0,0,0,0,1,0,0,0,25
1913,Schaars,PSV,0,0,0,0,0,0,0,0,0
1914,Lestienne,PSV,0,1,0,0,0,0,0,0,4
1915,Jozefzoon,PSV,0,0,0,0,0,0,0,0,0
1916,Brenet,PSV,0,0,0,0,0,0,0,0,0
1917,Hendrix,PSV,0,0,0,0,1,1,0,0,15
1918,Phillip Cocu,PSV(COACH),0,0,0,0,0,0,0,0,0
1919,"Oblak
 (GK)",Atlético,0,0,0,0,0,0,0,0,90
1920,Godín,Atlético,0,0,0,0,4,0,2,0,90
1921,Filipe Luís,Atlético,0,0,0,0,3,6,0,0,90
1922,Koke,Atlético,0,2,1,0,2,4,0,0,90
1923,Griezmann,Atlético,0,2,2,0,1,0,1,0,90
1924,Óliver Torres,Atlético,0,0,0,0,0,0,2,0,90
1925,Gabi,Atlético,0,1,1,0,2,6,1,0,90
1926,Savić,Atlético,0,0,0,0,0,0,1,0,90
1927,Saúl Ñíguez,Atlético,0,0,0,0,0,0,0,0,74
1928,Juanfran,Atlético,0,0,0,0,0,8,0,0,90
1929,Vietto,Atlético,0,1,1,0,0,0,0,1,61
1930,"Moyà
 (GK)",Atlético,0,0,0,0,0,0,0,0,0
1931,Kranevitter,Atlético,0,2,0,0,1,2,1,0,0
1932,Torres,Atlético,0,2,0,0,0,1,0,0,29
1933,Fernández,Atlético,0,0,0,0,0,0,0,0,0
1934,Correa,Atlético,0,0,0,0,0,0,0,0,16
1935,Gámez,Atlético,0,0,0,0,0,0,0,0,0
1936,Giménez,Atlético,0,0,0,0,0,0,0,0,0
1937,Diego Simeone,Atlético(COACH),0,0,0,0,0,0,0,0,0
1938,"Shovkovskiy
 (GK)",Dynamo Kyiv,0,0,0,0,0,0,0,0,90
1939,Danilo Silva,Dynamo Kyiv,0,1,0,0,1,2,1,1,66
1940,Dragović,Dynamo Kyiv,0,0,0,0,2,0,0,0,90
1941,Yarmolenko,Dynamo Kyiv,0,2,1,0,0,9,0,0,90
1942,Rybalka,Dynamo Kyiv,0,0,0,0,5,0,2,0,90
1943,Garmash,Dynamo Kyiv,0,0,0,0,0,0,1,0,31
1944,Vida,Dynamo Kyiv,0,0,0,0,2,1,3,0,90
1945,González,Dynamo Kyiv,0,1,0,0,0,4,4,0,90
1946,Buyalskiy,Dynamo Kyiv,1,3,2,0,1,0,1,0,90
1947,Khacheridi,Dynamo Kyiv,0,0,0,0,2,0,0,0,90
1948,Teodorczyk,Dynamo Kyiv,0,2,0,0,1,0,0,1,46
1949,"Rudko
 (GK)",Dynamo Kyiv,0,0,0,0,0,0,0,0,0
1950,Miguel Veloso,Dynamo Kyiv,0,2,0,0,2,1,2,0,59
1951,Petrović,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
1952,Júnior Moraes,Dynamo Kyiv,0,0,0,0,1,0,0,0,44
1953,Korzun,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
1954,Gusev,Dynamo Kyiv,0,0,0,0,0,0,0,0,0
1955,Makarenko,Dynamo Kyiv,0,0,0,0,0,2,0,0,24
1956,Serhiy Rebrov,Dynamo Kyiv(COACH),0,0,0,0,0,0,0,0,0
1957,"Hart
 (GK)",Man. City,0,0,0,0,0,0,0,0,90
1958,Sagna,Man. City,0,0,0,0,0,1,0,0,90
1959,Kompany,Man. City,0,0,0,0,3,0,0,0,90
1960,Fernando,Man. City,0,1,0,0,2,0,2,0,90
1961,Sterling,Man. City,0,1,0,1,1,5,0,0,90
1962,Agüero,Man. City,1,3,1,0,0,0,1,0,90
1963,David Silva,Man. City,1,2,1,0,0,4,2,0,90
1964,Clichy,Man. City,0,0,0,0,2,0,0,0,90
1965,Fernandinho,Man. City,0,1,0,1,0,1,3,1,90
1966,Otamendi,Man. City,0,0,0,0,3,0,1,0,90
1967,Touré,Man. City,1,4,3,1,1,0,1,0,90
1968,"Caballero
 (GK)",Man. City,0,0,0,0,0,0,0,0,0
1969,Zabaleta,Man. City,0,0,0,0,0,0,0,0,0
1970,Kolarov,Man. City,0,0,0,0,0,0,0,0,0
1971,Mangala,Man. City,0,0,0,0,0,0,0,0,0
1972,Demichelis,Man. City,0,0,0,0,0,0,0,0,0
1973,Iheanacho,Man. City,0,0,0,0,0,0,0,0,0
1974,M. García,Man. City,0,0,0,0,0,0,0,0,0
1975,Manuel Pellegrini,Man. City(COACH),0,0,0,0,0,0,0,0,0
1976,"Buffon
 (GK)",Juventus,0,0,0,0,0,0,0,0,90
1977,Khedira,Juventus,0,0,0,0,3,0,0,0,69
1978,Marchisio,Juventus,0,0,0,0,4,1,0,0,46
1979,Pogba,Juventus,0,2,0,0,2,1,3,0,90
1980,Barzagli,Juventus,0,0,0,0,4,0,0,0,90
1981,Cuadrado,Juventus,0,1,1,0,1,3,2,0,90
1982,Mandžukić,Juventus,0,2,1,1,1,0,3,0,90
1983,Bonucci,Juventus,0,2,2,0,4,0,0,0,90
1984,Dybala,Juventus,1,0,0,0,0,0,0,0,75
1985,Lichtsteiner,Juventus,0,0,0,0,1,3,0,0,90
1986,Evra,Juventus,0,0,0,0,1,1,1,0,90
1987,"Neto
 (GK)",Juventus,0,0,0,0,0,0,0,0,0
1988,Zaza,Juventus,0,0,0,0,0,0,0,0,0
1989,Morata,Juventus,0,1,1,1,0,1,1,0,15
1990,Hernanes,Juventus,0,0,0,0,3,1,1,0,44
1991,Rugani,Juventus,0,0,0,0,0,0,0,0,0
1992,Sturaro,Juventus,1,1,1,0,1,0,0,0,21
1993,Pereyra,Juventus,0,0,0,0,0,0,0,0,0
1994,Massimiliano Allegri,Juventus(COACH),0,0,0,0,0,0,0,0,0
1995,"Neuer
 (GK)",Bayern,0,0,0,0,0,0,0,0,90
1996,Thiago Alcántara,Bayern,0,0,0,0,2,4,2,0,90
1997,Lewandowski,Bayern,0,3,1,0,1,2,5,0,90
1998,Robben,Bayern,1,4,1,0,1,4,1,0,90
1999,Douglas Costa,Bayern,0,1,0,0,2,10,2,0,84
2000,Bernat,Bayern,0,1,1,0,1,1,1,0,74
2001,Lahm,Bayern,0,0,0,0,1,3,2,0,90
2002,Vidal,Bayern,0,1,1,0,4,0,1,0,90
2003,Müller,Bayern,1,1,1,0,1,5,4,0,90
2004,Alaba,Bayern,0,1,0,0,2,1,0,0,90
2005,Kimmich,Bayern,0,0,0,0,1,0,0,0,90
2006,"Ulreich
 (GK)",Bayern,0,0,0,0,0,0,0,0,0
2007,Benatia,Bayern,0,1,0,0,2,0,0,0,16
2008,Ribéry,Bayern,0,0,0,0,0,2,0,0,6
2009,Rafinha,Bayern,0,0,0,0,0,0,0,0,0
2010,Xabi Alonso,Bayern,0,0,0,0,0,0,0,0,0
2011,Götze,Bayern,0,0,0,0,0,0,0,0,0
2012,Coman,Bayern,0,0,0,0,0,0,0,0,0
2013,Josep Guardiola,Bayern(COACH),0,0,0,0,0,0,0,0,0
2014,Mertesacker,Arsenal,0,0,0,0,2,0,0,0,90
2015,Koscielny,Arsenal,0,0,0,0,6,0,2,0,90
2016,Özil,Arsenal,0,0,0,0,0,4,1,0,90
2017,Giroud,Arsenal,0,1,1,0,0,0,1,0,72
2018,Oxlade-Chamberlain,Arsenal,0,1,1,0,2,1,1,2,50
2019,Ramsey,Arsenal,0,3,1,0,1,0,1,0,90
2020,Alexis Sánchez,Arsenal,0,0,0,0,0,0,0,0,90
2021,Monreal,Arsenal,0,0,0,0,3,3,1,0,90
2022,Bellerín,Arsenal,0,1,0,0,1,1,1,0,90
2023,"Čech
 (GK)",Arsenal,0,0,0,0,0,0,0,0,90
2024,Coquelin,Arsenal,0,0,0,0,0,1,2,0,82
2025,"Ospina
 (GK)",Arsenal,0,0,0,0,0,0,0,0,0
2026,Gibbs,Arsenal,0,0,0,0,0,0,0,0,0
2027,Walcott,Arsenal,0,0,0,0,1,0,0,1,40
2028,Flamini,Arsenal,0,0,0,0,0,0,1,0,8
2029,Chambers,Arsenal,0,0,0,0,0,0,0,0,0
2030,Welbeck,Arsenal,0,0,0,0,0,0,1,0,18
2031,Campbell,Arsenal,0,0,0,0,0,0,0,0,0
2032,Arsène Wenger,Arsenal(COACH),0,0,0,0,0,0,0,0,0
2033,"Ter Stegen
 (GK)",Barcelona,0,0,0,0,0,0,0,0,90
2034,Piqué,Barcelona,0,0,0,0,2,0,2,0,90
2035,Rakitić,Barcelona,0,1,0,0,0,1,3,0,90
2036,Sergio Busquets,Barcelona,0,0,0,0,2,0,2,0,90
2037,Dani Alves,Barcelona,0,0,0,0,4,6,1,1,90
2038,Iniesta,Barcelona,0,1,0,0,0,2,0,0,90
2039,Luis Suárez,Barcelona,0,4,0,0,0,3,1,0,90
2040,Messi,Barcelona,2,6,2,0,0,2,1,0,90
2041,Neymar,Barcelona,0,3,2,1,0,4,2,0,90
2042,Mascherano,Barcelona,0,0,0,0,2,0,1,0,90
2043,Jordi Alba,Barcelona,0,0,0,0,2,3,1,0,90
2044,"Bravo
 (GK)",Barcelona,0,0,0,0,0,0,0,0,0
2045,Munir,Barcelona,0,0,0,0,0,0,0,0,0
2046,Sergi Roberto,Barcelona,0,0,0,0,0,0,0,0,0
2047,Adriano,Barcelona,0,0,0,0,0,0,0,0,0
2048,Aleix Vidal,Barcelona,0,0,0,0,0,0,0,0,0
2049,Vermaelen,Barcelona,0,0,0,0,0,0,0,0,0
2050,Mathieu,Barcelona,0,0,0,0,0,0,0,0,0
2051,Luis Enrique,Barcelona(COACH),0,0,0,0,0,0,0,0,0
2052,"Szczęsny
 (GK)",Roma,0,0,0,0,0,0,0,0,90
2053,Rüdiger,Roma,0,0,0,0,1,1,1,0,90
2054,Digne,Roma,0,0,0,0,4,2,3,0,90
2055,Nainggolan,Roma,0,1,0,0,1,1,1,0,90
2056,Perotti,Roma,0,1,0,0,2,3,0,0,90
2057,Salah,Roma,0,2,1,0,1,0,2,1,90
2058,Pjanić,Roma,0,1,0,0,2,5,1,0,90
2059,Vainqueur,Roma,0,1,0,0,1,0,3,0,77
2060,El Shaarawy,Roma,0,0,0,0,0,0,0,0,64
2061,Florenzi,Roma,0,1,1,0,5,5,0,0,87
2062,Manolas,Roma,0,1,0,0,1,0,0,0,90
2063,Džeko,Roma,0,1,0,0,0,0,0,0,90
2064,Totti,Roma,0,0,0,0,0,2,0,0,90
2065,Maicon,Roma,0,0,0,0,0,0,0,0,90
2066,Falqué,Roma,0,0,0,0,0,0,0,0,90
2067,De Rossi,Roma,0,0,0,0,0,0,0,0,90
2068,Keita,Roma,0,0,0,0,0,0,0,0,90
2069,"De Sanctis
 (GK)",Roma,0,0,0,0,0,0,0,0,0
2070,Luciano Spalletti,Roma(COACH),0,0,0,0,0,0,0,0,0
2071,"Navas
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,90
2072,Varane,Real Madrid,0,1,1,0,3,4,0,0,90
2073,Ramos,Real Madrid,0,1,0,0,2,0,1,0,90
2074,Ronaldo,Real Madrid,1,6,1,0,0,3,1,0,89
2075,Kroos,Real Madrid,0,0,0,0,1,3,2,0,90
2076,Benzema,Real Madrid,0,6,2,0,0,0,0,0,90
2077,James Rodríguez,Real Madrid,0,2,0,0,0,5,1,0,82
2078,Marcelo,Real Madrid,0,1,0,1,1,4,0,1,90
2079,Carvajal,Real Madrid,0,0,0,0,0,0,0,0,90
2080,Modrić,Real Madrid,0,0,0,1,0,2,0,0,90
2081,Isco,Real Madrid,0,1,0,0,1,1,0,0,64
2082,"Casilla
 (GK)",Real Madrid,0,0,0,0,0,0,0,0,0
2083,Nacho,Real Madrid,0,0,0,0,0,0,0,0,0
2084,Casemiro,Real Madrid,0,0,0,0,0,0,0,0,1
2085,Kovačić,Real Madrid,0,0,0,0,1,0,2,0,26
2086,Lucas Vázquez,Real Madrid,0,0,0,0,0,0,0,0,0
2087,Jesé,Real Madrid,1,1,1,0,0,0,2,0,8
2088,Danilo,Real Madrid,0,0,0,0,0,0,0,0,0
2089,Zinédine Zidane,Real Madrid(COACH),0,0,0,0,0,0,0,0,0
2090,"Sels
 (GK)",Gent,0,0,0,0,0,0,0,0,90
2091,Depoitre,Gent,0,1,0,0,0,0,1,1,80
