Players,Teams,Started_at,Finished_at,Goals scored,Total shots,Shots on Target,Assists,Interceptions,Crosses,Fouls committed,Offsides
Messi,Barcelona,0',Finished,Not scored,9,1,0,0,4,0,0
Dembélé,Lyon,0',Substituted at 67',Not scored,4,1,0,0,5,0,1
Lenglet,Barcelona,0',Finished,Not scored,1,0,0,1,0,1,0
Jordi Alba,Barcelona,0',Finished,Not scored,1,0,0,2,1,0,0
Sergi Roberto,Barcelona,0',Substituted at 81',Not scored,0,0,0,1,1,3,0
"Iñaki Peña
 (GK)",Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Coutinho,Barcelona,67',Finished,Not scored,1,1,0,0,0,0,0
Malcom,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Murillo,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Vidal,Barcelona,81',Finished,Not scored,0,0,0,0,0,1,0
Umtiti,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Aleñá,Barcelona,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Ernesto Valverde,Barcelona(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Alisson Becker
 (GK)",Liverpool,0',Finished,Not scored,0,0,0,0,0,0,0
Fabinho,Liverpool,0',Finished,Not scored,0,0,0,1,0,1,0
Wijnaldum,Liverpool,0',Finished,Not scored,0,0,0,0,0,0,0
Keïta,Liverpool,0',Substituted at 76',Not scored,3,0,0,0,0,1,0
Firmino,Liverpool,0',Substituted at 76',Not scored,1,0,0,0,1,1,0
Mané,Liverpool,0',Finished,Not scored,5,1,0,0,0,3,0
Salah,Liverpool,0',Finished,Not scored,2,1,0,1,2,0,1
Henderson,Liverpool,0',Finished,Not scored,0,0,0,1,1,1,0
Robertson,Liverpool,0',Finished,Not scored,0,0,0,1,3,1,0
Matip,Liverpool,0',Finished,Not scored,4,0,0,3,0,1,0
Alexander-Arnold,Liverpool,0',Finished,Not scored,1,0,0,3,11,1,0
"Mignolet
 (GK)",Liverpool,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Milner,Liverpool,76',Finished,Not scored,0,0,0,0,0,0,0
Sturridge,Liverpool,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Moreno,Liverpool,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Lallana,Liverpool,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Shaqiri,Liverpool,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Origi,Liverpool,76',Finished,Not scored,0,0,0,0,0,0,0
Jürgen Klopp,Liverpool(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Neuer
 (GK)",Bayern,0',Finished,Not scored,0,0,0,0,0,0,0
Süle,Bayern,0',Finished,Not scored,0,0,0,1,0,1,0
Hummels,Bayern,0',Finished,Not scored,0,0,0,3,0,2,0
Thiago Alcántara,Bayern,0',Finished,Not scored,0,0,0,1,0,1,0
Javi Martínez,Bayern,0',Finished,Not scored,0,0,0,6,0,2,0
Lewandowski,Bayern,0',Finished,Not scored,1,0,0,4,0,3,0
James Rodríguez,Bayern,0',Substituted at 88',Not scored,2,0,0,2,6,0,0
Gnabry,Bayern,0',Substituted at 90'+1,Not scored,3,1,0,0,3,1,0
Alaba,Bayern,0',Finished,Not scored,0,0,0,2,1,1,1
Coman,Bayern,0',Substituted at 81',Not scored,1,0,0,1,0,1,1
Kimmich,Bayern,0',Finished,Not scored,1,0,0,2,2,1,0
"Ulreich
 (GK)",Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Ribéry,Bayern,81',Finished,Not scored,0,0,0,1,0,0,0
Rafinha,Bayern,90'+1,Finished,Not scored,0,0,0,0,0,0,0
Davies,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Mai,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Renato Sanches,Bayern,88',Finished,Not scored,0,0,0,0,0,0,0
Shabani,Bayern,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Niko Kovač,Bayern(COACH),Not applicable,--------,----------,---------,---------,---------,---------,---------,---------,---------
"Lloris
 (GK)",Tottenham,0',Finished,Not scored,0,0,0,0,0,0,0
Alderweireld,Tottenham,0',Finished,Not scored,1,1,0,2,0,0,0
Vertonghen,Tottenham,0',Finished,Scored at  83,2,1,1,4,5,2,0
Sánchez,Tottenham,0',Finished,Not scored,0,0,0,1,0,0,0
Son,Tottenham,0',Substituted at 90',Scored at  47,3,2,0,0,0,3,1
Winks,Tottenham,0',Finished,Not scored,1,0,0,2,0,0,0
Sissoko,Tottenham,0',Substituted at 90'+1,Not scored,0,0,0,0,1,4,0
Foyth,Tottenham,0',Finished,Not scored,0,0,0,4,0,2,0
Eriksen,Tottenham,0',Finished,Not scored,5,1,1,2,7,0,1
Aurier,Tottenham,0',Finished,Not scored,0,0,1,2,3,1,0
Moura,Tottenham,0',Substituted at 84',Not scored,3,0,0,0,0,1,1
"Gazzaniga
 (GK)",Tottenham,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Trippier,Tottenham,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Rose,Tottenham,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Lamela,Tottenham,90',Finished,Not scored,0,0,0,0,0,0,0
Wanyama,Tottenham,90'+1,Finished,Not scored,0,0,0,0,0,0,0
Llorente,Tottenham,84',Finished,Scored at  86,1,1,0,0,0,0,0
Skipp,Tottenham,Did not play,Not applicable,Not scored,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
Mauricio Pochettino,Tottenham(COACH),Not applicable,----------,---------,---------,---------,---------,---------,---------,---------,---------
"Bürki
 (GK)",Dortmund,0',Finished,Not scored,0,0,0,0,0,0,0
